course_number,name_hebrew,credits,course_type,majors,is_core_in_major,id,created_date,updated_date,created_by_id,created_by,is_sample
3360539,זרימה במערכת הנשימה,2.5,elective,"[""""biomechanics_flow""""]",FALSE,684b5153efd6147ccbbb6f51,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360541,זרימה במערכת הקרדיוווסקולרית,2.5,elective,"[""""biomechanics_flow""""]",FALSE,684b4a100f83407d0c4c58a1,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0360076,זרימה ואלקטרו-קינטיקה במיקרו-ננו,3,elective,"[""""biomechanics_flow""""]",FALSE,684b4a100f83407d0c4c58aa,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0360086,זרימה ותופעות מעבר בהתקנים מיקרוניים,3,elective,"[""""biomechanics_flow""""]",FALSE,684b5153efd6147ccbbb6f5a,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104042,"חדו""א 1מ'",5,mandatory,[],FALSE,684b4431efd6147ccbbb6917,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104013,"חדו""א 2ת'",5.5,mandatory,[],FALSE,684b4431efd6147ccbbb691b,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104042,חדו״א 1מ2,5,mandatory,[],FALSE,684b4a100f83407d0c4c5853,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360024,חדשנות רפואיות במודל ביודיזיין 1,3,faculty_elective,[],FALSE,684b4c3801e810ca5e3f247f,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360025,חדשנות רפואיות במודל ביודיזיין 2,3,faculty_elective,[],FALSE,684b4c3801e810ca5e3f2480,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360024,חדשנות רפואית במודל ביודיזיין 1,3,faculty_elective,[],FALSE,684b5153efd6147ccbbb6f7c,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360025,חדשנות רפואית במודל ביודיזיין 2,3,faculty_elective,[],FALSE,684b5153efd6147ccbbb6f7d,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0360090,חישה מכנית על ידי תאים ביולוגיים,3,elective,"[""""medical_biophysics""""]",FALSE,684b4a100f83407d0c4c58d8,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104214,טורי פוריה,2.5,mandatory,[],FALSE,684b4a100f83407d0c4c585e,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
2360332,טכנולוגיות האינטרנט של הדברים,2,elective,"[""""biomechanics_flow""""]",FALSE,684b5153efd6147ccbbb6f5d,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360549,טכניקות ריצוף DNA,3,elective,"[""""imaging_signals"""",""""biomechanics_flow"""",""""tissue_biomaterials"""",""""medical_biophysics""""]",FALSE,684b5153efd6147ccbbb6f3f,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360543,יזמות בהנדסה ביו-רפואית,2,elective,"[""""entrepreneurship""""]",FALSE,684b4a100f83407d0c4c58e6,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360543,יזמות בהנדסה ביו-רפואית,2,faculty_elective,[],FALSE,684b4c3801e810ca5e3f2481,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360023,יישומי אופטיקה ביו-רפואית,2.5,elective,"[""""medical_biophysics""""]",TRUE,684b5153efd6147ccbbb6f6d,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360405,יסודות הנדסיים בביולוגיה וביוטכנולוגיה,2.5,elective,"[""""tissue_biomaterials""""]",FALSE,684b5153efd6147ccbbb6f62,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334221,יסודות של חומרים רפואיים,2.5,mandatory,[],FALSE,684b4a100f83407d0c4c5866,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334011,יסודות תכן ביו-חשמלי,4,mandatory,[],FALSE,684b4a100f83407d0c4c586b,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
124801,כימיה אורגנית 1ב',2.5,mandatory,[],FALSE,684b4431efd6147ccbbb691f,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
125803,כימיה אורגנית לרפואנים,3,mandatory,[],FALSE,684b4a100f83407d0c4c5885,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
125001,כימיה כללית,3,mandatory,[],FALSE,684b4a100f83407d0c4c5855,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
124507,כימיה כללית ופיזיקלית לרפואה,5,mandatory,[],FALSE,684b4a100f83407d0c4c5883,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
124503,כימיה פיסיקלית 1ב',2.5,mandatory,[],FALSE,684b4431efd6147ccbbb6925,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0460211,למידה עמוקה,3,elective,"[""""imaging_signals"""",""""medical_biophysics""""]",FALSE,684b502d507a33a5415655cb,12/06/2025 22:09,12/06/2025 22:09,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360028,למידה עמוקה ב-MRI,2,elective,"[""""imaging_signals"""",""""medical_biophysics""""]",FALSE,684b5153efd6147ccbbb6f32,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360209,למידה עמוקה לאותות פיזיולוגיים,2.5,elective,"[""""imaging_signals""""]",FALSE,684b5153efd6147ccbbb6f33,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
2360781,למידה עמוקה על מצאים חישוביים,3,elective,"[""""imaging_signals""""]",FALSE,684b4c3801e810ca5e3f2451,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334274,מבוא לאנטומיה של האדם,2,mandatory,[],FALSE,684b4a100f83407d0c4c5863,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
2360523,מבוא לביואינפורמטיקה,2.5,elective,"[""""imaging_signals""""]",FALSE,684b5153efd6147ccbbb6f4d,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
134019,מבוא לביוכימיה ואנזימולוגיה,2.5,mandatory,[],FALSE,684b4a100f83407d0c4c5862,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360522,מבוא לבקרה במערכות ביו-רפואיות,3,elective,"[""""imaging_signals"""",""""biomechanics_flow""""]",FALSE,684b5153efd6147ccbbb6f31,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104034,מבוא להסתברות ח',3.5,mandatory,[],FALSE,684b4431efd6147ccbbb6929,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
1250000,מבוא לכימיה קוונטית למהנדסים,4,elective,"[""""medical_biophysics""""]",FALSE,684b5153efd6147ccbbb6f71,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
234128,מבוא למדעי המחשב שפת פייתון,4,mandatory,[],FALSE,684b4431efd6147ccbbb6920,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0440101,מבוא למערכות תכנה,3,elective,"[""""imaging_signals""""]",FALSE,684b502d507a33a5415655c4,12/06/2025 22:09,12/06/2025 22:09,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334023,מבוא לסטטיסטיקה,3.5,mandatory,[],FALSE,684b4a100f83407d0c4c586f,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0440198,מבוא לעיבוד ספרתי של אותות,3,elective,"[""""imaging_signals"""",""""medical_biophysics""""]",FALSE,684b502d507a33a5415655c5,12/06/2025 22:09,12/06/2025 22:09,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0350001,מבוא לרובוטיקה,2.5,elective,"[""""biomechanics_flow""""]",FALSE,684b5153efd6147ccbbb6f55,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3340021,מגמות בהנדסה ביו-רפואית,1,faculty_elective,[],FALSE,684b4a100f83407d0c4c58ea,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104220,"מד""ח ת'",2.5,mandatory,[],FALSE,684b4431efd6147ccbbb6924,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
104136,"מד""ר מ'",4,mandatory,[],FALSE,684b3d5e0f83407d0c4c5545,12/06/2025 20:49,12/06/2025 20:49,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0640250,מדע וטכנולוגיה של ביו-חומרים,3,elective,"[""""medical_biophysics""""]",FALSE,684b5153efd6147ccbbb6f75,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360001,מחקר קליני ורגולציה במכשור רפואי,2,elective,"[""""entrepreneurship""""]",FALSE,684b4a100f83407d0c4c58e8,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
336026,מחקרים עדכניים,1,faculty_elective,[],FALSE,684b4431efd6147ccbbb697a,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360026,מחקרים עדכניים,1,faculty_elective,[],FALSE,684b4a100f83407d0c4c58ec,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3380002,מיעוץ קליני לפתרון,1,elective,"[""""entrepreneurship""""]",FALSE,684b4c3801e810ca5e3f2483,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
1340121,מיקרוביולוגיה ווירולוגיה,3,elective,"[""""tissue_biomaterials""""]",FALSE,684b5153efd6147ccbbb6f6b,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
114101,מכניקה אנליטית,4,mandatory,[],FALSE,684b4a100f83407d0c4c587b,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334009,מכניקת זורמים ביולוגיים,4,mandatory,[],FALSE,684b4a100f83407d0c4c586a,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
334222,מכניקת מוצקים להנדסה ביו-רפואית,4,mandatory,[],FALSE,684b4a100f83407d0c4c5867,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360404,ממשקים ביואלקטרוניים,2.5,elective,"[""""imaging_signals"""",""""tissue_biomaterials"""",""""medical_biophysics""""]",FALSE,684b5153efd6147ccbbb6f35,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360404,ממשקים ביואלקטרוניים,2.5,elective,"[""""imaging_signals"""",""""tissue_biomaterials"""",""""medical_biophysics""""]",FALSE,684b4c3801e810ca5e3f2438,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
134113,מסלולים מטבוליים,3.5,mandatory,[],FALSE,684b4a100f83407d0c4c5869,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
335005,מעבדה 1 בהנדסה ביו-רפואית לפיזיקאים,1,mandatory,[],FALSE,684b4a100f83407d0c4c587e,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
335001,מעבדה בהנדסה ביו-רפואית 1,2,mandatory,[],FALSE,684b4431efd6147ccbbb6934,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
335002,מעבדה בהנדסה ביו-רפואית 2,2,mandatory,[],FALSE,684b3d5e0f83407d0c4c555e,12/06/2025 20:49,12/06/2025 20:49,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
335003,מעבדה בהנדסה ביו-רפואית 3,2,mandatory,[],FALSE,684b4431efd6147ccbbb6938,12/06/2025 21:18,12/06/2025 21:18,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
114020,מעבדה בפיזיקה 1מ,1.5,mandatory,[],FALSE,684b4a100f83407d0c4c5876,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
114021,מעבדה בפיזיקה 2מ,1.5,mandatory,[],FALSE,684b4a100f83407d0c4c5878,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
114037,מעבדה בפיזיקה 4מח,1.5,mandatory,[],FALSE,684b4a100f83407d0c4c5880,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
114035,מעבדה לפיזיקה 3,1.5,mandatory,[],FALSE,684b4a100f83407d0c4c587a,12/06/2025 21:43,12/06/2025 21:43,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360548,מעבדה לתכן מעגלים גנטיים,2,elective,"[""""tissue_biomaterials""""]",FALSE,684b5153efd6147ccbbb6f63,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3340019,מעבדה מתקדמת בה. ביו-רפואית 1,2,faculty_elective,[],FALSE,684b4f066236d9fe79c45360,12/06/2025 22:04,12/06/2025 22:04,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3340020,מעבדה מתקדמת בהנ. ביו-רפואית 2,2,faculty_elective,[],FALSE,684b4c3801e810ca5e3f247a,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360544,מעגלים גנטיים,2.5,elective,"[""""imaging_signals"""",""""tissue_biomaterials""""]",FALSE,684b5153efd6147ccbbb6f3b,12/06/2025 22:14,12/06/2025 22:14,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0460195,מערכות למידה,3,elective,"[""""imaging_signals""""]",FALSE,684b4c3801e810ca5e3f2448,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
3360546,מערכות למידה בתחום הבריאות,3,elective,"[""""imaging_signals""""]",FALSE,684b4c3801e810ca5e3f2440,12/06/2025 21:52,12/06/2025 21:52,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
0460332,מערכות ראייה ושמיעה,3,elective,"[""""imaging_signals""""]",FALSE,684b502d507a33a5415655cc,12/06/2025 22:09,12/06/2025 22:09,684b01f9fc0c7184ae28c3b1,ranbenayoun@gmail.com,FALSE
